technology,new_build,tonnes,plant_capacity,capex_usd,opex_usd_year,cost_per_tonne_abated,abatement_tech_sector,uid,year,region,gics_sector
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C041,2028,India,IT
Carbon Capture and Storage,False,177276,215712,0.0,15291827.760000002,86.26,Energy,C041,2028,India,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C041,2029,India,IT
Carbon Capture and Storage,False,177276,215712,0.0,15291827.760000002,86.26,Energy,C041,2029,India,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C041,2030,India,IT
Carbon Capture and Storage,False,177277,215712,0.0,15291914.020000001,86.26,Energy,C041,2030,India,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C041,2031,India,IT
Carbon Capture and Storage,False,177277,215712,0.0,15291914.020000001,86.26,Energy,C041,2031,India,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C041,2032,India,IT
Carbon Capture and Storage,False,177276,215712,0.0,15291827.760000002,86.26,Energy,C041,2032,India,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C041,2033,India,IT
Carbon Capture and Storage,False,177276,215712,0.0,15291827.760000002,86.26,Energy,C041,2033,India,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C041,2034,India,IT
Carbon Capture and Storage,False,177276,215712,0.0,15291827.760000002,86.26,Energy,C041,2034,India,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C041,2035,India,IT
Carbon Capture and Storage,False,177277,215712,0.0,15291914.020000001,86.26,Energy,C041,2035,India,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C041,2036,India,IT
Carbon Capture and Storage,False,177277,215712,0.0,15291914.020000001,86.26,Energy,C041,2036,India,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C041,2037,India,IT
Carbon Capture and Storage,False,177276,215712,0.0,15291827.760000002,86.26,Energy,C041,2037,India,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C041,2038,India,IT
Carbon Capture and Storage,False,177276,215712,0.0,15291827.760000002,86.26,Energy,C041,2038,India,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C041,2039,India,IT
Carbon Capture and Storage,False,177276,215712,0.0,15291827.760000002,86.26,Energy,C041,2039,India,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C041,2040,India,IT
Carbon Capture and Storage,False,177277,215712,0.0,15291914.020000001,86.26,Energy,C041,2040,India,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C041,2041,India,IT
Carbon Capture and Storage,False,177277,215712,0.0,15291914.020000001,86.26,Energy,C041,2041,India,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C041,2042,India,IT
Carbon Capture and Storage,False,177276,215712,0.0,15291827.760000002,86.26,Energy,C041,2042,India,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C041,2043,India,IT
Carbon Capture and Storage,False,177276,215712,0.0,15291827.760000002,86.26,Energy,C041,2043,India,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C041,2044,India,IT
Carbon Capture and Storage,False,177276,215712,0.0,15291827.760000002,86.26,Energy,C041,2044,India,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C041,2045,India,IT
Carbon Capture and Storage,False,177277,215712,0.0,15291914.020000001,86.26,Energy,C041,2045,India,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C041,2046,India,IT
Carbon Capture and Storage,False,177277,215712,0.0,15291914.020000001,86.26,Energy,C041,2046,India,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C041,2047,India,IT
Carbon Capture and Storage,False,177276,215712,0.0,15291827.760000002,86.26,Energy,C041,2047,India,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C041,2048,India,IT
Carbon Capture and Storage,False,177276,215712,0.0,15291827.760000002,86.26,Energy,C041,2048,India,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C041,2049,India,IT
Carbon Capture and Storage,False,177276,215712,0.0,15291827.760000002,86.26,Energy,C041,2049,India,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C041,2050,India,IT
Carbon Capture and Storage,False,177277,215712,0.0,15291914.020000001,86.26,Energy,C041,2050,India,IT
Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,2008.2117767192012,Industrials,C042,2026,Brazil,IT
Carbon Capture and Storage,True,63734,215712,453420000.0,5497694.840000001,2188.2292923898535,Energy,C042,2026,Brazil,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C042,2027,Brazil,IT
Carbon Capture and Storage,False,63734,215712,0.0,5497694.840000001,86.26000000000002,Energy,C042,2027,Brazil,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C042,2028,Brazil,IT
Carbon Capture and Storage,False,63734,215712,0.0,5497694.840000001,86.26000000000002,Energy,C042,2028,Brazil,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C042,2029,Brazil,IT
Carbon Capture and Storage,False,63734,215712,0.0,5497694.840000001,86.26000000000002,Energy,C042,2029,Brazil,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C042,2030,Brazil,IT
Carbon Capture and Storage,False,63734,215712,0.0,5497694.840000001,86.26000000000002,Energy,C042,2030,Brazil,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C042,2031,Brazil,IT
Carbon Capture and Storage,False,63734,215712,0.0,5497694.840000001,86.26000000000002,Energy,C042,2031,Brazil,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C042,2032,Brazil,IT
Carbon Capture and Storage,False,63734,215712,0.0,5497694.840000001,86.26000000000002,Energy,C042,2032,Brazil,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C042,2033,Brazil,IT
Carbon Capture and Storage,False,63734,215712,0.0,5497694.840000001,86.26000000000002,Energy,C042,2033,Brazil,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C042,2034,Brazil,IT
Carbon Capture and Storage,False,63734,215712,0.0,5497694.840000001,86.26000000000002,Energy,C042,2034,Brazil,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C042,2035,Brazil,IT
Carbon Capture and Storage,False,63734,215712,0.0,5497694.840000001,86.26000000000002,Energy,C042,2035,Brazil,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C042,2036,Brazil,IT
Carbon Capture and Storage,False,63734,215712,0.0,5497694.840000001,86.26000000000002,Energy,C042,2036,Brazil,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C042,2037,Brazil,IT
Carbon Capture and Storage,False,63734,215712,0.0,5497694.840000001,86.26000000000002,Energy,C042,2037,Brazil,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C042,2038,Brazil,IT
Carbon Capture and Storage,False,63734,215712,0.0,5497694.840000001,86.26000000000002,Energy,C042,2038,Brazil,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C042,2039,Brazil,IT
Carbon Capture and Storage,False,63734,215712,0.0,5497694.840000001,86.26000000000002,Energy,C042,2039,Brazil,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C042,2040,Brazil,IT
Carbon Capture and Storage,False,63734,215712,0.0,5497694.840000001,86.26000000000002,Energy,C042,2040,Brazil,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C042,2041,Brazil,IT
Carbon Capture and Storage,False,63734,215712,0.0,5497694.840000001,86.26000000000002,Energy,C042,2041,Brazil,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C042,2042,Brazil,IT
Carbon Capture and Storage,False,63734,215712,0.0,5497694.840000001,86.26000000000002,Energy,C042,2042,Brazil,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C042,2043,Brazil,IT
Carbon Capture and Storage,False,63734,215712,0.0,5497694.840000001,86.26000000000002,Energy,C042,2043,Brazil,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C042,2044,Brazil,IT
Carbon Capture and Storage,False,63734,215712,0.0,5497694.840000001,86.26000000000002,Energy,C042,2044,Brazil,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C042,2045,Brazil,IT
Carbon Capture and Storage,False,63734,215712,0.0,5497694.840000001,86.26000000000002,Energy,C042,2045,Brazil,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C042,2046,Brazil,IT
Carbon Capture and Storage,False,63734,215712,0.0,5497694.840000001,86.26000000000002,Energy,C042,2046,Brazil,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C042,2047,Brazil,IT
Carbon Capture and Storage,False,63734,215712,0.0,5497694.840000001,86.26000000000002,Energy,C042,2047,Brazil,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C042,2048,Brazil,IT
Carbon Capture and Storage,False,63734,215712,0.0,5497694.840000001,86.26000000000002,Energy,C042,2048,Brazil,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C042,2049,Brazil,IT
Carbon Capture and Storage,False,63734,215712,0.0,5497694.840000001,86.26000000000002,Energy,C042,2049,Brazil,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C042,2050,Brazil,IT
Carbon Capture and Storage,False,63734,215712,0.0,5497694.840000001,86.26000000000002,Energy,C042,2050,Brazil,IT
Carbon Capture and Storage,True,215712,215712,453420000.0,18607317.12,2188.2292923898535,Energy,C043,2026,Brazil,Energy
Wind Power,True,90187,90187,631170000.0,3027577.59,7032.028757914111,Energy,C043,2026,Brazil,Energy
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C043,2027,Brazil,Energy
Wind Power,False,90187,90187,0.0,3027577.59,33.57,Energy,C043,2027,Brazil,Energy
Carbon Capture and Storage,True,215712,215712,453420000.0,18607317.12,2188.2292923898535,Energy,C043,2027,Brazil,Energy
Wind Power,True,90187,90187,631170000.0,3027577.59,7032.028757914111,Energy,C043,2027,Brazil,Energy
Carbon Capture and Storage,False,431424,431424,0.0,37214634.24,86.26,Energy,C043,2028,Brazil,Energy
Wind Power,False,180374,180374,0.0,6055155.18,33.57,Energy,C043,2028,Brazil,Energy
Carbon Capture and Storage,True,24880,215712,453420000.0,2146148.8000000003,2188.2292923898535,Energy,C043,2028,Brazil,Energy
Carbon Capture and Storage,False,636678,647136,0.0,54919844.28,86.26,Energy,C043,2029,Brazil,Energy
Carbon Capture and Storage,False,636678,647136,0.0,54919844.28,86.26,Energy,C043,2030,Brazil,Energy
Carbon Capture and Storage,False,636678,647136,0.0,54919844.28,86.26,Energy,C043,2031,Brazil,Energy
Carbon Capture and Storage,False,636678,647136,0.0,54919844.28,86.26,Energy,C043,2032,Brazil,Energy
Carbon Capture and Storage,False,636678,647136,0.0,54919844.28,86.26,Energy,C043,2033,Brazil,Energy
Carbon Capture and Storage,False,636678,647136,0.0,54919844.28,86.26,Energy,C043,2034,Brazil,Energy
Carbon Capture and Storage,False,636678,647136,0.0,54919844.28,86.26,Energy,C043,2035,Brazil,Energy
Carbon Capture and Storage,False,636678,647136,0.0,54919844.28,86.26,Energy,C043,2036,Brazil,Energy
Carbon Capture and Storage,False,636678,647136,0.0,54919844.28,86.26,Energy,C043,2037,Brazil,Energy
Carbon Capture and Storage,False,636678,647136,0.0,54919844.28,86.26,Energy,C043,2038,Brazil,Energy
Carbon Capture and Storage,False,636678,647136,0.0,54919844.28,86.26,Energy,C043,2039,Brazil,Energy
Carbon Capture and Storage,False,636678,647136,0.0,54919844.28,86.26,Energy,C043,2040,Brazil,Energy
Carbon Capture and Storage,False,636678,647136,0.0,54919844.28,86.26,Energy,C043,2041,Brazil,Energy
Carbon Capture and Storage,False,636678,647136,0.0,54919844.28,86.26,Energy,C043,2042,Brazil,Energy
Carbon Capture and Storage,False,636678,647136,0.0,54919844.28,86.26,Energy,C043,2043,Brazil,Energy
Carbon Capture and Storage,False,636678,647136,0.0,54919844.28,86.26,Energy,C043,2044,Brazil,Energy
Carbon Capture and Storage,False,636678,647136,0.0,54919844.28,86.26,Energy,C043,2045,Brazil,Energy
Carbon Capture and Storage,False,636678,647136,0.0,54919844.28,86.26,Energy,C043,2046,Brazil,Energy
Carbon Capture and Storage,False,636678,647136,0.0,54919844.28,86.26,Energy,C043,2047,Brazil,Energy
Carbon Capture and Storage,False,636678,647136,0.0,54919844.28,86.26,Energy,C043,2048,Brazil,Energy
Carbon Capture and Storage,False,636678,647136,0.0,54919844.28,86.26,Energy,C043,2049,Brazil,Energy
Carbon Capture and Storage,False,636678,647136,0.0,54919844.28,86.26,Energy,C043,2050,Brazil,Energy
Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,2008.2117767192012,Industrials,C046,2026,Brazil,Real Estate
Carbon Capture and Storage,True,215712,215712,453420000.0,18607317.12,2188.2292923898535,Energy,C046,2026,Brazil,Real Estate
Hydrogen Fuel,True,38602,38602,121710000.0,5813075.18,3303.535443241283,Materials,C046,2026,Brazil,Real Estate
Grid-scale Battery Storage,True,77765,77765,255810000.0,7048619.6,3380.1661364367,Utilities,C046,2026,Brazil,Real Estate
Heat Pumps,True,10804,10804,63060000.0,379544.52,5871.857138097002,Consumer Discretionary,C046,2026,Brazil,Real Estate
Electrification of Equipment,True,13564,13564,93520000.0,889662.76,6960.311321144205,Industrials,C046,2026,Brazil,Real Estate
Wind Power,True,52135,90187,631170000.0,1750171.95,7032.028757914111,Energy,C046,2026,Brazil,Real Estate
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C046,2027,Brazil,Real Estate
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C046,2027,Brazil,Real Estate
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C046,2027,Brazil,Real Estate
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C046,2027,Brazil,Real Estate
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C046,2027,Brazil,Real Estate
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C046,2027,Brazil,Real Estate
Wind Power,False,52134,90187,0.0,1750138.3800000001,33.57,Energy,C046,2027,Brazil,Real Estate
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C046,2028,Brazil,Real Estate
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C046,2028,Brazil,Real Estate
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C046,2028,Brazil,Real Estate
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C046,2028,Brazil,Real Estate
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C046,2028,Brazil,Real Estate
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C046,2028,Brazil,Real Estate
Wind Power,False,52135,90187,0.0,1750171.95,33.57,Energy,C046,2028,Brazil,Real Estate
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C046,2029,Brazil,Real Estate
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C046,2029,Brazil,Real Estate
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C046,2029,Brazil,Real Estate
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C046,2029,Brazil,Real Estate
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C046,2029,Brazil,Real Estate
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C046,2029,Brazil,Real Estate
Wind Power,False,52134,90187,0.0,1750138.3800000001,33.57,Energy,C046,2029,Brazil,Real Estate
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C046,2030,Brazil,Real Estate
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C046,2030,Brazil,Real Estate
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C046,2030,Brazil,Real Estate
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C046,2030,Brazil,Real Estate
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C046,2030,Brazil,Real Estate
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C046,2030,Brazil,Real Estate
Wind Power,False,52135,90187,0.0,1750171.95,33.57,Energy,C046,2030,Brazil,Real Estate
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C046,2031,Brazil,Real Estate
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C046,2031,Brazil,Real Estate
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C046,2031,Brazil,Real Estate
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C046,2031,Brazil,Real Estate
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C046,2031,Brazil,Real Estate
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C046,2031,Brazil,Real Estate
Wind Power,False,52135,90187,0.0,1750171.95,33.57,Energy,C046,2031,Brazil,Real Estate
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C046,2032,Brazil,Real Estate
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C046,2032,Brazil,Real Estate
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C046,2032,Brazil,Real Estate
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C046,2032,Brazil,Real Estate
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C046,2032,Brazil,Real Estate
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C046,2032,Brazil,Real Estate
Wind Power,False,52134,90187,0.0,1750138.3800000001,33.57,Energy,C046,2032,Brazil,Real Estate
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C046,2033,Brazil,Real Estate
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C046,2033,Brazil,Real Estate
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C046,2033,Brazil,Real Estate
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C046,2033,Brazil,Real Estate
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C046,2033,Brazil,Real Estate
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C046,2033,Brazil,Real Estate
Wind Power,False,52135,90187,0.0,1750171.95,33.57,Energy,C046,2033,Brazil,Real Estate
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C046,2034,Brazil,Real Estate
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C046,2034,Brazil,Real Estate
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C046,2034,Brazil,Real Estate
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C046,2034,Brazil,Real Estate
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C046,2034,Brazil,Real Estate
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C046,2034,Brazil,Real Estate
Wind Power,False,52134,90187,0.0,1750138.3800000001,33.57,Energy,C046,2034,Brazil,Real Estate
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C046,2035,Brazil,Real Estate
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C046,2035,Brazil,Real Estate
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C046,2035,Brazil,Real Estate
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C046,2035,Brazil,Real Estate
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C046,2035,Brazil,Real Estate
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C046,2035,Brazil,Real Estate
Wind Power,False,52135,90187,0.0,1750171.95,33.57,Energy,C046,2035,Brazil,Real Estate
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C046,2036,Brazil,Real Estate
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C046,2036,Brazil,Real Estate
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C046,2036,Brazil,Real Estate
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C046,2036,Brazil,Real Estate
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C046,2036,Brazil,Real Estate
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C046,2036,Brazil,Real Estate
Wind Power,False,52135,90187,0.0,1750171.95,33.57,Energy,C046,2036,Brazil,Real Estate
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C046,2037,Brazil,Real Estate
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C046,2037,Brazil,Real Estate
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C046,2037,Brazil,Real Estate
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C046,2037,Brazil,Real Estate
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C046,2037,Brazil,Real Estate
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C046,2037,Brazil,Real Estate
Wind Power,False,52134,90187,0.0,1750138.3800000001,33.57,Energy,C046,2037,Brazil,Real Estate
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C046,2038,Brazil,Real Estate
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C046,2038,Brazil,Real Estate
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C046,2038,Brazil,Real Estate
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C046,2038,Brazil,Real Estate
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C046,2038,Brazil,Real Estate
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C046,2038,Brazil,Real Estate
Wind Power,False,52135,90187,0.0,1750171.95,33.57,Energy,C046,2038,Brazil,Real Estate
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C046,2039,Brazil,Real Estate
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C046,2039,Brazil,Real Estate
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C046,2039,Brazil,Real Estate
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C046,2039,Brazil,Real Estate
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C046,2039,Brazil,Real Estate
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C046,2039,Brazil,Real Estate
Wind Power,False,52134,90187,0.0,1750138.3800000001,33.57,Energy,C046,2039,Brazil,Real Estate
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C046,2040,Brazil,Real Estate
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C046,2040,Brazil,Real Estate
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C046,2040,Brazil,Real Estate
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C046,2040,Brazil,Real Estate
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C046,2040,Brazil,Real Estate
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C046,2040,Brazil,Real Estate
Wind Power,False,52135,90187,0.0,1750171.95,33.57,Energy,C046,2040,Brazil,Real Estate
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C046,2041,Brazil,Real Estate
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C046,2041,Brazil,Real Estate
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C046,2041,Brazil,Real Estate
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C046,2041,Brazil,Real Estate
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C046,2041,Brazil,Real Estate
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C046,2041,Brazil,Real Estate
Wind Power,False,52135,90187,0.0,1750171.95,33.57,Energy,C046,2041,Brazil,Real Estate
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C046,2042,Brazil,Real Estate
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C046,2042,Brazil,Real Estate
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C046,2042,Brazil,Real Estate
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C046,2042,Brazil,Real Estate
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C046,2042,Brazil,Real Estate
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C046,2042,Brazil,Real Estate
Wind Power,False,52134,90187,0.0,1750138.3800000001,33.57,Energy,C046,2042,Brazil,Real Estate
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C046,2043,Brazil,Real Estate
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C046,2043,Brazil,Real Estate
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C046,2043,Brazil,Real Estate
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C046,2043,Brazil,Real Estate
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C046,2043,Brazil,Real Estate
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C046,2043,Brazil,Real Estate
Wind Power,False,52135,90187,0.0,1750171.95,33.57,Energy,C046,2043,Brazil,Real Estate
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C046,2044,Brazil,Real Estate
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C046,2044,Brazil,Real Estate
