uid,scenario,year,carbon_cost_without_usd,total_cost_with_abatement_usd,net_savings_usd
C004,Low Risk,2028,,,
C004,Medium Risk,2028,,,
C004,High Risk,2029,,,
C004,Low Risk,2029,,,
C004,Medium Risk,2029,,,
C004,High Risk,2030,,,
C004,Low Risk,2030,,,
C004,Medium Risk,2030,,,
C004,High Risk,2031,,,
C004,Low Risk,2031,,,
C004,Medium Risk,2031,,,
C004,High Risk,2032,,,
C004,Low Risk,2032,,,
C004,Medium Risk,2032,,,
C004,High Risk,2033,,,
C004,Low Risk,2033,,,
C004,Medium Risk,2033,,,
C004,High Risk,2034,,,
C004,Low Risk,2034,,,
C004,Medium Risk,2034,,,
C004,High Risk,2035,,,
C004,Low Risk,2035,,,
C004,Medium Risk,2035,,,
C004,High Risk,2036,,,
C004,Low Risk,2036,,,
C004,Medium Risk,2036,,,
C004,High Risk,2037,,,
C004,Low Risk,2037,,,
C004,Medium Risk,2037,,,
C004,High Risk,2038,,,
C004,Low Risk,2038,,,
C004,Medium Risk,2038,,,
C004,High Risk,2039,,,
C004,Low Risk,2039,,,
C004,Medium Risk,2039,,,
C004,High Risk,2040,,,
C004,Low Risk,2040,,,
C004,Medium Risk,2040,,,
C004,High Risk,2041,,,
C004,Low Risk,2041,,,
C004,Medium Risk,2041,,,
C004,High Risk,2042,,,
C004,Low Risk,2042,,,
C004,Medium Risk,2042,,,
C004,High Risk,2043,,,
C004,Low Risk,2043,,,
C004,Medium Risk,2043,,,
C004,High Risk,2044,,,
C004,Low Risk,2044,,,
C004,Medium Risk,2044,,,
C004,High Risk,2045,,,
C004,Low Risk,2045,,,
C004,Medium Risk,2045,,,
C004,High Risk,2046,,,
C004,Low Risk,2046,,,
C004,Medium Risk,2046,,,
C004,High Risk,2047,,,
C004,Low Risk,2047,,,
C004,Medium Risk,2047,,,
C004,High Risk,2048,,,
C004,Low Risk,2048,,,
C004,Medium Risk,2048,,,
C004,High Risk,2049,,,
C004,Low Risk,2049,,,
C004,Medium Risk,2049,,,
C004,High Risk,2050,,,
C004,Low Risk,2050,,,
C004,Medium Risk,2050,,,
C004,High Risk,2025,,,
C004,Low Risk,2025,,,
C004,Medium Risk,2025,,,
C004,High Risk,2026,,,
C004,Low Risk,2026,,,
C004,Medium Risk,2026,,,
C004,High Risk,2027,,,
C004,Low Risk,2027,,,
C004,Medium Risk,2027,,,
C004,High Risk,2028,,,
C004,Low Risk,2028,,,
C004,Medium Risk,2028,,,
C004,High Risk,2029,,,
C004,Low Risk,2029,,,
C004,Medium Risk,2029,,,
C004,High Risk,2030,,,
C004,Low Risk,2030,,,
C004,Medium Risk,2030,,,
C004,High Risk,2031,,,
C004,Low Risk,2031,,,
C004,Medium Risk,2031,,,
C004,High Risk,2032,,,
C004,Low Risk,2032,,,
C004,Medium Risk,2032,,,
C004,High Risk,2033,,,
C004,Low Risk,2033,,,
C004,Medium Risk,2033,,,
C004,High Risk,2034,,,
C004,Low Risk,2034,,,
C004,Medium Risk,2034,,,
C004,High Risk,2035,,,
C004,Low Risk,2035,,,
C004,Medium Risk,2035,,,
C004,High Risk,2036,,,
C004,Low Risk,2036,,,
C004,Medium Risk,2036,,,
C004,High Risk,2037,,,
C004,Low Risk,2037,,,
C004,Medium Risk,2037,,,
C004,High Risk,2038,,,
C004,Low Risk,2038,,,
C004,Medium Risk,2038,,,
C004,High Risk,2039,,,
C004,Low Risk,2039,,,
C004,Medium Risk,2039,,,
C004,High Risk,2040,,,
C004,Low Risk,2040,,,
C004,Medium Risk,2040,,,
C004,High Risk,2041,,,
C004,Low Risk,2041,,,
C004,Medium Risk,2041,,,
C004,High Risk,2042,,,
C004,Low Risk,2042,,,
C004,Medium Risk,2042,,,
C004,High Risk,2043,,,
C004,Low Risk,2043,,,
C004,Medium Risk,2043,,,
C004,High Risk,2044,,,
C004,Low Risk,2044,,,
C004,Medium Risk,2044,,,
C004,High Risk,2045,,,
C004,Low Risk,2045,,,
C004,Medium Risk,2045,,,
C004,High Risk,2046,,,
C004,Low Risk,2046,,,
C004,Medium Risk,2046,,,
C004,High Risk,2047,,,
C004,Low Risk,2047,,,
C004,Medium Risk,2047,,,
C004,High Risk,2048,,,
C004,Low Risk,2048,,,
C004,Medium Risk,2048,,,
C004,High Risk,2049,,,
C004,Low Risk,2049,,,
C004,Medium Risk,2049,,,
C004,High Risk,2050,,,
C004,Low Risk,2050,,,
C004,Medium Risk,2050,,,
C004,High Risk,2025,,,
C004,Low Risk,2025,,,
C004,Medium Risk,2025,,,
C004,High Risk,2026,,,
C004,Low Risk,2026,,,
C004,Medium Risk,2026,,,
C004,High Risk,2027,,,
C004,Low Risk,2027,,,
C004,Medium Risk,2027,,,
C004,High Risk,2028,,,
C004,Low Risk,2028,,,
C004,Medium Risk,2028,,,
C004,High Risk,2029,,,
C004,Low Risk,2029,,,
C004,Medium Risk,2029,,,
C004,High Risk,2030,,,
C004,Low Risk,2030,,,
C004,Medium Risk,2030,,,
C004,High Risk,2031,,,
C004,Low Risk,2031,,,
C004,Medium Risk,2031,,,
C004,High Risk,2032,,,
C004,Low Risk,2032,,,
C004,Medium Risk,2032,,,
C004,High Risk,2033,,,
C004,Low Risk,2033,,,
C004,Medium Risk,2033,,,
C004,High Risk,2034,,,
C004,Low Risk,2034,,,
C004,Medium Risk,2034,,,
C004,High Risk,2035,,,
C004,Low Risk,2035,,,
C004,Medium Risk,2035,,,
C004,High Risk,2036,,,
C004,Low Risk,2036,,,
C004,Medium Risk,2036,,,
C004,High Risk,2037,,,
C004,Low Risk,2037,,,
C004,Medium Risk,2037,,,
C004,High Risk,2038,,,
C004,Low Risk,2038,,,
C004,Medium Risk,2038,,,
C004,High Risk,2039,,,
C004,Low Risk,2039,,,
C004,Medium Risk,2039,,,
C004,High Risk,2040,,,
C004,Low Risk,2040,,,
C004,Medium Risk,2040,,,
C004,High Risk,2041,,,
C004,Low Risk,2041,,,
C004,Medium Risk,2041,,,
C004,High Risk,2042,,,
C004,Low Risk,2042,,,
C004,Medium Risk,2042,,,
C004,High Risk,2043,,,
C004,Low Risk,2043,,,
C004,Medium Risk,2043,,,
C004,High Risk,2044,,,
C004,Low Risk,2044,,,
C004,Medium Risk,2044,,,
C004,High Risk,2045,,,
C004,Low Risk,2045,,,
C004,Medium Risk,2045,,,
C004,High Risk,2046,,,
C004,Low Risk,2046,,,
C004,Medium Risk,2046,,,
C004,High Risk,2047,,,
C004,Low Risk,2047,,,
C004,Medium Risk,2047,,,
C004,High Risk,2048,,,
C004,Low Risk,2048,,,
C004,Medium Risk,2048,,,
C004,High Risk,2049,,,
C004,Low Risk,2049,,,
C004,Medium Risk,2049,,,
C004,High Risk,2050,,,
C004,Low Risk,2050,,,
C004,Medium Risk,2050,,,
C005,High Risk,2025,,,
C005,Low Risk,2025,,,
C005,Medium Risk,2025,,,
C005,High Risk,2026,,,
C005,Low Risk,2026,,,
C005,Medium Risk,2026,,,
C005,High Risk,2027,,,
C005,Low Risk,2027,,,
C005,Medium Risk,2027,,,
C005,High Risk,2028,,,
C005,Low Risk,2028,,,
C005,Medium Risk,2028,,,
C005,High Risk,2029,,,
C005,Low Risk,2029,,,
C005,Medium Risk,2029,,,
C005,High Risk,2030,,,
C005,Low Risk,2030,,,
C005,Medium Risk,2030,,,
C005,High Risk,2031,,,
C005,Low Risk,2031,,,
C005,Medium Risk,2031,,,
C005,High Risk,2032,,,
C005,Low Risk,2032,,,
C005,Medium Risk,2032,,,
C005,High Risk,2033,,,
C005,Low Risk,2033,,,
C005,Medium Risk,2033,,,
C005,High Risk,2034,,,
C005,Low Risk,2034,,,
C005,Medium Risk,2034,,,
C005,High Risk,2035,,,
C005,Low Risk,2035,,,
C005,Medium Risk,2035,,,
C005,High Risk,2036,,,
C005,Low Risk,2036,,,
C005,Medium Risk,2036,,,
C005,High Risk,2037,,,
C005,Low Risk,2037,,,
C005,Medium Risk,2037,,,
C005,High Risk,2038,,,
C005,Low Risk,2038,,,
C005,Medium Risk,2038,,,
C005,High Risk,2039,,,
C005,Low Risk,2039,,,
C005,Medium Risk,2039,,,
C005,High Risk,2040,,,
C005,Low Risk,2040,,,
C005,Medium Risk,2040,,,
C005,High Risk,2041,,,
C005,Low Risk,2041,,,
C005,Medium Risk,2041,,,
C005,High Risk,2042,,,
C005,Low Risk,2042,,,
C005,Medium Risk,2042,,,
C005,High Risk,2043,,,
C005,Low Risk,2043,,,
C005,Medium Risk,2043,,,
C005,High Risk,2044,,,
C005,Low Risk,2044,,,
C005,Medium Risk,2044,,,
C005,High Risk,2045,,,
C005,Low Risk,2045,,,
C005,Medium Risk,2045,,,
C005,High Risk,2046,,,
C005,Low Risk,2046,,,
C005,Medium Risk,2046,,,
C005,High Risk,2047,,,
C005,Low Risk,2047,,,
C005,Medium Risk,2047,,,
C005,High Risk,2048,,,
C005,Low Risk,2048,,,
C005,Medium Risk,2048,,,
C005,High Risk,2049,,,
C005,Low Risk,2049,,,
C005,Medium Risk,2049,,,
C005,High Risk,2050,,,
C005,Low Risk,2050,,,
C005,Medium Risk,2050,,,
C005,High Risk,2025,,,
C005,Low Risk,2025,,,
C005,Medium Risk,2025,,,
C005,High Risk,2026,,,
C005,Low Risk,2026,,,
C005,Medium Risk,2026,,,
C005,High Risk,2027,,,
C005,Low Risk,2027,,,
C005,Medium Risk,2027,,,
C005,High Risk,2028,,,
C005,Low Risk,2028,,,
C005,Medium Risk,2028,,,
C005,High Risk,2029,,,
C005,Low Risk,2029,,,
C005,Medium Risk,2029,,,
C005,High Risk,2030,,,
C005,Low Risk,2030,,,
C005,Medium Risk,2030,,,
C005,High Risk,2031,,,
C005,Low Risk,2031,,,
C005,Medium Risk,2031,,,
C005,High Risk,2032,,,
C005,Low Risk,2032,,,
C005,Medium Risk,2032,,,
C005,High Risk,2033,,,
C005,Low Risk,2033,,,
C005,Medium Risk,2033,,,
C005,High Risk,2034,,,
C005,Low Risk,2034,,,
C005,Medium Risk,2034,,,
C005,High Risk,2035,,,
C005,Low Risk,2035,,,
C005,Medium Risk,2035,,,
C005,High Risk,2036,,,
C005,Low Risk,2036,,,
C005,Medium Risk,2036,,,
C005,High Risk,2037,,,
C005,Low Risk,2037,,,
C005,Medium Risk,2037,,,
C005,High Risk,2038,,,
C005,Low Risk,2038,,,
C005,Medium Risk,2038,,,
C005,High Risk,2039,,,
C005,Low Risk,2039,,,
C005,Medium Risk,2039,,,
C005,High Risk,2040,,,
C005,Low Risk,2040,,,
C005,Medium Risk,2040,,,
C005,High Risk,2041,,,
C005,Low Risk,2041,,,
C005,Medium Risk,2041,,,
C005,High Risk,2042,,,
C005,Low Risk,2042,,,
C005,Medium Risk,2042,,,
C005,High Risk,2043,,,
C005,Low Risk,2043,,,
C005,Medium Risk,2043,,,
C005,High Risk,2044,,,
C005,Low Risk,2044,,,
C005,Medium Risk,2044,,,
C005,High Risk,2045,,,
C005,Low Risk,2045,,,
C005,Medium Risk,2045,,,
C005,High Risk,2046,,,
C005,Low Risk,2046,,,
C005,Medium Risk,2046,,,
C005,High Risk,2047,,,
C005,Low Risk,2047,,,
C005,Medium Risk,2047,,,
C005,High Risk,2048,,,
C005,Low Risk,2048,,,
C005,Medium Risk,2048,,,
C005,High Risk,2049,,,
C005,Low Risk,2049,,,
C005,Medium Risk,2049,,,
C005,High Risk,2050,,,
C005,Low Risk,2050,,,
C005,Medium Risk,2050,,,
C005,High Risk,2025,,,
C005,Low Risk,2025,,,
C005,Medium Risk,2025,,,
C005,High Risk,2026,,,
C005,Low Risk,2026,,,
C005,Medium Risk,2026,,,
C005,High Risk,2027,,,
C005,Low Risk,2027,,,
C005,Medium Risk,2027,,,
C005,High Risk,2028,,,
C005,Low Risk,2028,,,
C005,Medium Risk,2028,,,
C005,High Risk,2029,,,
C005,Low Risk,2029,,,
C005,Medium Risk,2029,,,
C005,High Risk,2030,,,
C005,Low Risk,2030,,,
C005,Medium Risk,2030,,,
C005,High Risk,2031,,,
C005,Low Risk,2031,,,
C005,Medium Risk,2031,,,
C005,High Risk,2032,,,
C005,Low Risk,2032,,,
C005,Medium Risk,2032,,,
C005,High Risk,2033,,,
C005,Low Risk,2033,,,
C005,Medium Risk,2033,,,
C005,High Risk,2034,,,
C005,Low Risk,2034,,,
C005,Medium Risk,2034,,,
C005,High Risk,2035,,,
C005,Low Risk,2035,,,
C005,Medium Risk,2035,,,
C005,High Risk,2036,,,
C005,Low Risk,2036,,,
C005,Medium Risk,2036,,,
C005,High Risk,2037,,,
C005,Low Risk,2037,,,
C005,Medium Risk,2037,,,
C005,High Risk,2038,,,
C005,Low Risk,2038,,,
C005,Medium Risk,2038,,,
C005,High Risk,2039,,,
C005,Low Risk,2039,,,
C005,Medium Risk,2039,,,
C005,High Risk,2040,,,
C005,Low Risk,2040,,,
C005,Medium Risk,2040,,,
C005,High Risk,2041,,,
C005,Low Risk,2041,,,
C005,Medium Risk,2041,,,
C005,High Risk,2042,,,
C005,Low Risk,2042,,,
C005,Medium Risk,2042,,,
C005,High Risk,2043,,,
C005,Low Risk,2043,,,
C005,Medium Risk,2043,,,
C005,High Risk,2044,,,
C005,Low Risk,2044,,,
C005,Medium Risk,2044,,,
C005,High Risk,2045,,,
C005,Low Risk,2045,,,
C005,Medium Risk,2045,,,
C005,High Risk,2046,,,
C005,Low Risk,2046,,,
C005,Medium Risk,2046,,,
C005,High Risk,2047,,,
C005,Low Risk,2047,,,
C005,Medium Risk,2047,,,
C005,High Risk,2048,,,
C005,Low Risk,2048,,,
C005,Medium Risk,2048,,,
C005,High Risk,2049,,,
C005,Low Risk,2049,,,
C005,Medium Risk,2049,,,
C005,High Risk,2050,,,
C005,Low Risk,2050,,,
C005,Medium Risk,2050,,,
C005,High Risk,2025,,,
C005,Low Risk,2025,,,
C005,Medium Risk,2025,,,
C005,High Risk,2026,,,
C005,Low Risk,2026,,,
C005,Medium Risk,2026,,,
C005,High Risk,2027,,,
C005,Low Risk,2027,,,
C005,Medium Risk,2027,,,
C005,High Risk,2028,,,
C005,Low Risk,2028,,,
C005,Medium Risk,2028,,,
C005,High Risk,2029,,,
C005,Low Risk,2029,,,
C005,Medium Risk,2029,,,
C005,High Risk,2030,,,
C005,Low Risk,2030,,,
C005,Medium Risk,2030,,,
C005,High Risk,2031,,,
C005,Low Risk,2031,,,
C005,Medium Risk,2031,,,
C005,High Risk,2032,,,
C005,Low Risk,2032,,,
C005,Medium Risk,2032,,,
C005,High Risk,2033,,,
C005,Low Risk,2033,,,
C005,Medium Risk,2033,,,
C005,High Risk,2034,,,
C005,Low Risk,2034,,,
C005,Medium Risk,2034,,,
C005,High Risk,2035,,,
C005,Low Risk,2035,,,
C005,Medium Risk,2035,,,
C005,High Risk,2036,,,
C005,Low Risk,2036,,,
C005,Medium Risk,2036,,,
C005,High Risk,2037,,,
C005,Low Risk,2037,,,
C005,Medium Risk,2037,,,
C005,High Risk,2038,,,
C005,Low Risk,2038,,,
C005,Medium Risk,2038,,,
C005,High Risk,2039,,,
C005,Low Risk,2039,,,
C005,Medium Risk,2039,,,
C005,High Risk,2040,,,
C005,Low Risk,2040,,,
C005,Medium Risk,2040,,,
C005,High Risk,2041,,,
C005,Low Risk,2041,,,
C005,Medium Risk,2041,,,
C005,High Risk,2042,,,
C005,Low Risk,2042,,,
C005,Medium Risk,2042,,,
C005,High Risk,2043,,,
C005,Low Risk,2043,,,
C005,Medium Risk,2043,,,
C005,High Risk,2044,,,
C005,Low Risk,2044,,,
C005,Medium Risk,2044,,,
C005,High Risk,2045,,,
C005,Low Risk,2045,,,
C005,Medium Risk,2045,,,
C005,High Risk,2046,,,
C005,Low Risk,2046,,,
C005,Medium Risk,2046,,,
C005,High Risk,2047,,,
C005,Low Risk,2047,,,
C005,Medium Risk,2047,,,
C005,High Risk,2048,,,
C005,Low Risk,2048,,,
C005,Medium Risk,2048,,,
C005,High Risk,2049,,,
C005,Low Risk,2049,,,
C005,Medium Risk,2049,,,
C005,High Risk,2050,,,
C005,Low Risk,2050,,,
C005,Medium Risk,2050,,,
C005,High Risk,2025,,,
C005,Low Risk,2025,,,
C005,Medium Risk,2025,,,
C005,High Risk,2026,,,
C005,Low Risk,2026,,,
C005,Medium Risk,2026,,,
C005,High Risk,2027,,,
C005,Low Risk,2027,,,
C005,Medium Risk,2027,,,
C005,High Risk,2028,,,
C005,Low Risk,2028,,,
C005,Medium Risk,2028,,,
C005,High Risk,2029,,,
C005,Low Risk,2029,,,
C005,Medium Risk,2029,,,
C005,High Risk,2030,,,
C005,Low Risk,2030,,,
C005,Medium Risk,2030,,,
C005,High Risk,2031,,,
C005,Low Risk,2031,,,
C005,Medium Risk,2031,,,
C005,High Risk,2032,,,
C005,Low Risk,2032,,,
C005,Medium Risk,2032,,,
C005,High Risk,2033,,,
C005,Low Risk,2033,,,
C005,Medium Risk,2033,,,
C005,High Risk,2034,,,
C005,Low Risk,2034,,,
C005,Medium Risk,2034,,,
C005,High Risk,2035,,,
C005,Low Risk,2035,,,
C005,Medium Risk,2035,,,
C005,High Risk,2036,,,
C005,Low Risk,2036,,,
C005,Medium Risk,2036,,,
C005,High Risk,2037,,,
C005,Low Risk,2037,,,
C005,Medium Risk,2037,,,
C005,High Risk,2038,,,
C005,Low Risk,2038,,,
C005,Medium Risk,2038,,,
C005,High Risk,2039,,,
C005,Low Risk,2039,,,
C005,Medium Risk,2039,,,
C005,High Risk,2040,,,
C005,Low Risk,2040,,,
C005,Medium Risk,2040,,,
C005,High Risk,2041,,,
C005,Low Risk,2041,,,
C005,Medium Risk,2041,,,
C005,High Risk,2042,,,
C005,Low Risk,2042,,,
C005,Medium Risk,2042,,,
C005,High Risk,2043,,,
C005,Low Risk,2043,,,
C005,Medium Risk,2043,,,
C005,High Risk,2044,,,
C005,Low Risk,2044,,,
C005,Medium Risk,2044,,,
C005,High Risk,2045,,,
C005,Low Risk,2045,,,
C005,Medium Risk,2045,,,
C005,High Risk,2046,,,
C005,Low Risk,2046,,,
C005,Medium Risk,2046,,,
C005,High Risk,2047,,,
C005,Low Risk,2047,,,
C005,Medium Risk,2047,,,
C005,High Risk,2048,,,
C005,Low Risk,2048,,,
C005,Medium Risk,2048,,,
C005,High Risk,2049,,,
C005,Low Risk,2049,,,
C005,Medium Risk,2049,,,
C005,High Risk,2050,,,
C005,Low Risk,2050,,,
C005,Medium Risk,2050,,,
C005,High Risk,2025,,,
C005,Low Risk,2025,,,
C005,Medium Risk,2025,,,
C005,High Risk,2026,,,
C005,Low Risk,2026,,,
C005,Medium Risk,2026,,,
C005,High Risk,2027,,,
C005,Low Risk,2027,,,
C005,Medium Risk,2027,,,
C005,High Risk,2028,,,
C005,Low Risk,2028,,,
C005,Medium Risk,2028,,,
C005,High Risk,2029,,,
C005,Low Risk,2029,,,
C005,Medium Risk,2029,,,
C005,High Risk,2030,,,
C005,Low Risk,2030,,,
C005,Medium Risk,2030,,,
C005,High Risk,2031,,,
C005,Low Risk,2031,,,
C005,Medium Risk,2031,,,
C005,High Risk,2032,,,
C005,Low Risk,2032,,,
C005,Medium Risk,2032,,,
C005,High Risk,2033,,,
C005,Low Risk,2033,,,
C005,Medium Risk,2033,,,
C005,High Risk,2034,,,
C005,Low Risk,2034,,,
C005,Medium Risk,2034,,,
C005,High Risk,2035,,,
C005,Low Risk,2035,,,
C005,Medium Risk,2035,,,
C005,High Risk,2036,,,
C005,Low Risk,2036,,,
C005,Medium Risk,2036,,,
C005,High Risk,2037,,,
C005,Low Risk,2037,,,
C005,Medium Risk,2037,,,
C005,High Risk,2038,,,
C005,Low Risk,2038,,,
C005,Medium Risk,2038,,,
C005,High Risk,2039,,,
C005,Low Risk,2039,,,
C005,Medium Risk,2039,,,
C005,High Risk,2040,,,
C005,Low Risk,2040,,,
C005,Medium Risk,2040,,,
C005,High Risk,2041,,,
C005,Low Risk,2041,,,
C005,Medium Risk,2041,,,
C005,High Risk,2042,,,
C005,Low Risk,2042,,,
C005,Medium Risk,2042,,,
C005,High Risk,2043,,,
C005,Low Risk,2043,,,
C005,Medium Risk,2043,,,
C005,High Risk,2044,,,
C005,Low Risk,2044,,,
C005,Medium Risk,2044,,,
C005,High Risk,2045,,,
C005,Low Risk,2045,,,
C005,Medium Risk,2045,,,
C005,High Risk,2046,,,
C005,Low Risk,2046,,,
C005,Medium Risk,2046,,,
C005,High Risk,2047,,,
C005,Low Risk,2047,,,
C005,Medium Risk,2047,,,
C005,High Risk,2048,,,
C005,Low Risk,2048,,,
C005,Medium Risk,2048,,,
C005,High Risk,2049,,,
C005,Low Risk,2049,,,
C005,Medium Risk,2049,,,
C005,High Risk,2050,,,
C005,Low Risk,2050,,,
C005,Medium Risk,2050,,,
C006,High Risk,2025,,,
C006,Low Risk,2025,,,
C006,Medium Risk,2025,,,
C006,High Risk,2026,,,
C006,Low Risk,2026,,,
C006,Medium Risk,2026,,,
C006,High Risk,2027,,,
C006,Low Risk,2027,,,
C006,Medium Risk,2027,,,
C006,High Risk,2028,,,
C006,Low Risk,2028,,,
C006,Medium Risk,2028,,,
C006,High Risk,2029,,,
C006,Low Risk,2029,,,
C006,Medium Risk,2029,,,
C006,High Risk,2030,,,
C006,Low Risk,2030,,,
C006,Medium Risk,2030,,,
C006,High Risk,2031,,,
C006,Low Risk,2031,,,
C006,Medium Risk,2031,,,
C006,High Risk,2032,,,
C006,Low Risk,2032,,,
C006,Medium Risk,2032,,,
C006,High Risk,2033,,,
C006,Low Risk,2033,,,
C006,Medium Risk,2033,,,
C006,High Risk,2034,,,
C006,Low Risk,2034,,,
C006,Medium Risk,2034,,,
C006,High Risk,2035,,,
C006,Low Risk,2035,,,
C006,Medium Risk,2035,,,
C006,High Risk,2036,,,
C006,Low Risk,2036,,,
C006,Medium Risk,2036,,,
C006,High Risk,2037,,,
C006,Low Risk,2037,,,
C006,Medium Risk,2037,,,
C006,High Risk,2038,,,
C006,Low Risk,2038,,,
C006,Medium Risk,2038,,,
C006,High Risk,2039,,,
C006,Low Risk,2039,,,
C006,Medium Risk,2039,,,
C006,High Risk,2040,,,
C006,Low Risk,2040,,,
C006,Medium Risk,2040,,,
C006,High Risk,2041,,,
C006,Low Risk,2041,,,
C006,Medium Risk,2041,,,
C006,High Risk,2042,,,
C006,Low Risk,2042,,,
C006,Medium Risk,2042,,,
C006,High Risk,2043,,,
C006,Low Risk,2043,,,
C006,Medium Risk,2043,,,
C006,High Risk,2044,,,
C006,Low Risk,2044,,,
C006,Medium Risk,2044,,,
C006,High Risk,2045,,,
C006,Low Risk,2045,,,
C006,Medium Risk,2045,,,
C006,High Risk,2046,,,
C006,Low Risk,2046,,,
C006,Medium Risk,2046,,,
C006,High Risk,2047,,,
C006,Low Risk,2047,,,
C006,Medium Risk,2047,,,
C006,High Risk,2048,,,
C006,Low Risk,2048,,,
C006,Medium Risk,2048,,,
C006,High Risk,2049,,,
C006,Low Risk,2049,,,
C006,Medium Risk,2049,,,
C006,High Risk,2050,,,
C006,Low Risk,2050,,,
C006,Medium Risk,2050,,,
C006,High Risk,2025,,,
C006,Low Risk,2025,,,
C006,Medium Risk,2025,,,
C006,High Risk,2026,,,
C006,Low Risk,2026,,,
C006,Medium Risk,2026,,,
C006,High Risk,2027,,,
C006,Low Risk,2027,,,
C006,Medium Risk,2027,,,
C006,High Risk,2028,,,
C006,Low Risk,2028,,,
